0.2087,1.287,2.523
0.2101,1.288,2.556
0.2123,1.304,2.592
0.2138,1.311,2.625
0.216,1.321,2.673
0.2175,1.325,2.71
0.2198,1.339,2.772
0.2214,1.349,2.815
0.2238,1.367,2.885
0.2254,1.383,2.936
0.2279,1.41,3.019
0.2296,1.43,3.079
0.2322,1.468,3.181
0.2339,1.499,3.255
0.2366,1.552,3.384
0.2384,1.599,3.484
0.2412,1.699,3.66
0.2431,1.802,3.795
0.246,2.044,3.992
0.248,2.273,4.084
0.251,2.654,4.106
0.253,2.89,4.047
0.2562,3.187,3.898
0.2583,3.342,3.77
0.2616,3.511,3.574
0.2638,3.598,3.452
0.2672,3.708,3.28
0.2695,3.769,3.169
0.2731,3.85,3.018
0.2755,3.913,2.919
0.2792,4.004,2.715
0.2818,4.015,2.563
0.2857,3.981,2.368
0.2883,3.939,2.26
0.2924,3.864,2.132
0.2952,3.81,2.069
0.2995,3.736,2.001
0.3024,3.692,1.969
0.3069,3.634,1.935
0.31,3.601,1.92
0.3147,"3,559",1.907
0.3179,3.538,1.904
0.3229,3.512,1.905
0.3263,3.501,1.909
0.3315,3.488,1.92
0.3351,3.485,1.931
0.3406,3.489,1.95
0.3444,3.495,1.965
0.3502,3.513,1.992
0.3542,3.531,2.013
0.3563,3.541,2.024
0.3583,3.553,2.036
0.3604,3.566,2.049
0.3625,3.58,2.062
0.3647,3.596,2.076
0.3668,3.614,2.091
0.369,3.635,2.107
0.3712,3.657,2.123
0.3734,3.681,2.142
0.3757,3.709,2.162
0.378,3.74,2.183
0.3803,3.776,2.207
0.3827,3.818,2.232
0.385,3.871,2.26
0.3875,3.938,2.288
0.3899,4.023,2.307
0.3924,4.126,2.304
0.3949,4.229,2.27
0.3974,4.313,2.212
0.4,4.373,2.146
0.4025,4.413,2.082
0.4052,4.439,2.029
0.4078,4.462,1.988
0.4105,4.483,1.961
0.4133,4.509,1.948
0.4161,4.55,1.952
0.4189,4.626,1.967
0.4217,4.755,1.96
0.4246,4.917,1.885
0.4275,5.052,1.721
0.4305,5.107,1.529
0.4335,5.102,1.353
0.4366,5.065,1.206
0.4397,5.015,1.088
0.4428,4.959,0.991
0.446,4.902,0.912
0.4492,4.845,0.846
0.4525,4.793,0.789
0.4558,4.741,0.739
0.4592,4.694,0.696
0.4626,4.649,0.659
0.4661,4.605,0.626
0.4696,4.567,0.595
0.4732,4.525,0.569
0.4769,4.492,0.539
0.4806,4.456,0.517
0.4843,4.423,0.497
0.4881,4.392,0.476
0.492,4.362,0.458
0.4959,4.333,0.441
0.4999,4.305,0.426
0.504,4.279,0.411
0.5081,4.254,0.398
0.5123,4.229,0.385
0.5166,4.205,0.371
0.5209,4.183,0.359
0.5254,4.162,0.347
0.5299,4.141,0.337
0.5344,4.12,0.327
0.5391,4.1,0.32
0.5438,4.082,0.308
0.5486,4.063,0.301
0.5535,4.045,0.294
0.5585,4.029,0.285
0.5636,4.013,0.276
0.5687,3.998,0.266
0.574,3.983,0.257
0.5794,3.968,0.251
0.5848,3.954,0.245
0.5904,3.94,0.24
0.5961,3.927,0.232
0.6019,3.914,0.228
0.6078,3.902,0.223
0.6138,3.89,0.213
0.6199,3.878,0.211
0.6262,3.867,0.203
0.6326,3.856,0.196
0.6391,3.846,0.187
0.6458,3.836,0.183
0.6526,3.826,0.179
0.6595,3.817,0.173
0.6666,3.809,0.173
0.6738,3.799,0.168
0.6812,3.792,0.158
0.6888,3.785,0.151
0.6965,3.779,0.152
0.7045,3.772,0.134
0.7126,3.762,0.127
0.7208,3.752,0.118
0.7293,3.742,0.112
0.738,3.734,0.105
0.7469,3.725,0.101
0.756,3.716,0.097
0.7653,3.707,0.093
0.7749,3.7,0.091
0.7847,3.693,0.089
0.7948,3.685,0.087
0.8051,3.679,0.085
0.8157,3.672,0.083
0.8266,3.666,0.08
0.8856,3.614," 	 0.0169 "
0.9184,3.569,0
0.9537,3.5388,0
0.9919,3.5138,0
1.033,3.492,0
1.078,3.4724,0
1.127,3.4546,0
1.181,3.4383,0
1.24,3.4232,0
1.305,3.4094,0
1.378,3.3965,0
1.459,3.3847,0
1.55,3.3737,0
1.653,3.3636,0
1.771,3.3543,0
1.907,3.3457,0
2.066,3.3378,0
2.254,3.3306,0
2.48,3.324,0
